,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
64,2.2689681529998778,0.0231442856663022,0.05006198883056641,0.0012571739051517926,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-73889693108.21251,-64802903501.07438,-54128742614.80725,-51411839279.92357,-42378967128.739204,-57322429126.55138,10944162782.56454,25
65,3.265922021865845,0.09022060790902767,0.06790204048156738,0.0018791358752407604,20,2,2,300,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-72911215184.51402,-64601071973.187546,-55092556418.42153,-51095948684.4574,-42376657610.39668,-57215489974.195435,10611778265.131887,12
66,1.0912120819091797,0.06123449872380201,0.024567842483520508,0.0025809449304704667,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-72634746364.47427,-66308081812.6167,-55552994610.34393,-52808305026.718056,-42078292593.49352,-57876484081.5293,10673013093.38705,56
67,2.1075722694396974,0.08522912778228676,0.0459190845489502,0.003343519245177185,20,2,5,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-72891061520.78464,-65556389831.65592,-54575814827.71627,-51793460082.781586,-41336142766.536606,-57230573805.895004,10989203582.591734,14
68,3.1903419971466063,0.08151194650022893,0.06586999893188476,0.004079216541591787,20,2,5,300,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",-72262850229.36496,-65247266991.418365,-55618012276.343704,-51246466415.123856,-41582658226.74389,-57191450827.79895,10709773190.76798,8
69,0.9019948005676269,0.00991639365948412,0.02122502326965332,0.0013253265141802315,20,2,10,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-69904216219.90956,-69026951830.4211,-55277142460.22941,-53764723712.08383,-41502636471.67974,-57895134138.86472,10590217826.268248,59
70,1.845567274093628,0.09224592497251614,0.04195876121520996,0.005537010258362476,20,2,10,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-70020781471.0412,-68049892212.28665,-54723776802.24854,-52828455584.2432,-41510391660.30334,-57426659546.02458,10518950684.878292,39
71,2.8886155605316164,0.1355303459011075,0.059133052825927734,0.0035522536064108243,20,2,10,300,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",-69616370001.78532,-67405503060.35732,-55263425813.81949,-52695288714.50945,-41520698271.559944,-57300257172.40631,10277660485.429285,21
72,0.902263069152832,0.030287395964279835,0.020638656616210938,0.0008267983892384286,20,4,2,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-67907962993.499794,-68336664362.23257,-56152243983.75177,-55186057542.37037,-43279028292.67438,-58172391434.90578,9304893865.511627,88
73,1.8173023223876954,0.0824601697314853,0.039906883239746095,0.0017868051866908158,20,4,2,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-68693865287.45648,-68779819602.50618,-55945173710.963356,-54127775840.40705,-43299897897.956566,-58169306467.857925,9651211062.652227,84
74,2.630086898803711,0.007963603533857486,0.05988950729370117,0.0023255426345327856,20,4,2,300,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-68728218336.22536,-67989515865.17568,-56568356942.9759,-53826307539.90565,-43691486430.76122,-58160777023.00875,9369724870.986818,82
75,0.9033965110778809,0.059754361814316086,0.02219223976135254,0.002694311502972495,20,4,5,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-67907962993.499794,-68336664362.23257,-56152243983.75177,-55186057542.37037,-43279028292.67438,-58172391434.90578,9304893865.511627,88
76,1.799727487564087,0.025057362696318825,0.03969573974609375,0.0020566363854136165,20,4,5,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-68693865287.45648,-68779819602.50618,-55945173710.963356,-54127775840.40705,-43299897897.956566,-58169306467.857925,9651211062.652227,84
77,2.7403021335601805,0.14957873161022428,0.061483240127563475,0.005613184219679931,20,4,5,300,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",-68728218336.22536,-67989515865.17568,-56568356942.9759,-53826307539.90565,-43691486430.76122,-58160777023.00875,9369724870.986818,82
78,0.9099126338958741,0.015916138135787322,0.021595144271850587,0.0013517833764396955,20,4,10,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-67590442478.252335,-69037973256.71617,-55769114495.587204,-55625175342.48371,-43099795928.82109,-58224500300.37211,9446630746.153206,100
79,1.747177791595459,0.04845315482942119,0.037392187118530276,0.0014607305585979757,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-68311557959.97105,-69247591473.28944,-55730815391.40042,-54360585342.07431,-43273068767.6177,-58184723786.87058,9674119789.295803,92
